loan_id,customer_id,application_date,loan_type,requested_loan_amount,approved_loan_amount,loan_tenure_months,interest_rate,monthly_income,monthly_expenses,employment_type,credit_score,existing_loan_amount,loan_status,repayment_status,emi_amount,city,income_segment
LOAN004001,CUST001807,2023-01-16,Business,296500.0,244100.0,45,12.42,39449.36,27125.09,Salaried,680,105369.44,Approved,On-time,6812.89,Indore,Mid
LOAN002836,CUST000947,2023-01-16,Business,3030300.0,2118100.0,20,11.95,101009.06,37087.05,Salaried,765,176869.1,Approved,On-time,117325.94,Coimbatore,High
LOAN005009,CUST000201,2023-01-16,Education,731900.0,487700.0,81,10.67,29275.29,11509.34,Salaried,625,0.0,Approved,On-time,8472.87,Hyderabad,Low
LOAN006477,CUST001950,2023-01-16,Personal,932600.0,642800.0,32,12.73,114336.37,23533.84,Self-employed,728,0.0,Approved,On-time,23794.9,Chandigarh,High
LOAN002882,CUST002540,2023-01-16,Home,1917800.0,1772600.0,123,9.06,96289.15,31249.24,Salaried,636,74659.26,Approved,On-time,22174.65,Mumbai,High
LOAN006462,CUST001815,2023-01-16,Business,1023900.0,753800.0,116,13.49,34130.96,13881.24,Salaried,604,0.0,Approved,Late,11662.76,Kanpur,Low
LOAN006175,CUST000726,2023-01-16,Home,2321100.0,1802900.0,181,8.8,117787.43,80378.49,Salaried,755,0.0,Approved,On-time,18024.19,Jaipur,High
LOAN004861,CUST000265,2023-01-16,Personal,450500.0,0.0,55,13.95,67825.18,29595.4,Self-employed,640,152287.65,Rejected,Not Started,0.0,Ahmedabad,Mid
LOAN001584,CUST002337,2023-01-16,Business,851300.0,796500.0,111,13.78,28375.69,11286.83,Salaried,524,29973.45,Approved,On-time,12731.14,Bhopal,Low
LOAN007190,CUST000626,2023-01-17,Vehicle,341700.0,249400.0,15,9.42,58808.69,26762.69,Business,753,0.0,Approved,On-time,17689.87,Hyderabad,Mid
LOAN006578,CUST001490,2023-01-17,Personal,210500.0,183400.0,34,14.12,17541.56,7607.46,Salaried,619,0.0,Approved,On-time,6576.13,Pune,Low
LOAN000947,CUST002353,2023-01-17,Vehicle,1514400.0,1366000.0,43,9.59,75722.19,36066.74,Salaried,745,189761.2,Approved,Late,37663.29,Kanpur,High
LOAN000367,CUST001740,2023-01-17,Personal,595500.0,387200.0,30,13.8,88556.16,29094.79,Self-employed,657,636234.15,Approved,On-time,15334.18,Bengaluru,High
LOAN005046,CUST002242,2023-01-17,Personal,537700.0,421100.0,20,13.67,61361.57,30924.88,Salaried,669,0.0,Approved,Late,23663.7,Mumbai,Mid
LOAN007974,CUST001108,2023-01-17,Home,1379300.0,956200.0,340,9.03,22988.16,13735.5,Salaried,674,0.0,Approved,On-time,7805.53,Chennai,Low
LOAN005248,CUST000032,2023-01-17,Education,1133700.0,895200.0,87,10.47,45348.18,17549.18,Salaried,697,326727.54,Approved,On-time,14727.1,Vadodara,Mid
LOAN006545,CUST000384,2023-01-17,Gold,138300.0,138300.0,7,8.54,130515.05,75014.15,Salaried,754,940394.85,Approved,On-time,20323.55,Chennai,High
LOAN000328,CUST001892,2023-01-17,Personal,399800.0,0.0,52,14.66,33317.68,19365.83,Salaried,601,159430.18,Rejected,Not Started,0.0,Vadodara,Low
LOAN006517,CUST000567,2023-01-17,Vehicle,2141400.0,1910800.0,75,9.67,355770.81,227878.36,Business,735,0.0,Approved,On-time,34046.55,Kanpur,Premium
LOAN006151,CUST002840,2023-01-17,Education,3750000.0,2983500.0,34,9.97,195739.31,83820.81,Salaried,762,241051.85,Approved,On-time,101088.32,Coimbatore,Premium
LOAN001665,CUST001406,2023-01-17,Gold,306700.0,258100.0,12,7.98,132995.58,61829.91,Salaried,774,0.0,Approved,On-time,22449.33,Nagpur,High
LOAN002682,CUST000002,2023-01-17,Gold,404500.0,382300.0,13,8.61,57283.73,27329.97,Salaried,741,0.0,Approved,On-time,30905.81,Pune,Mid
LOAN004933,CUST001255,2023-01-18,Business,1584800.0,1346500.0,112,13.44,73734.56,22476.74,Self-employed,590,107047.2,Approved,Late,21158.4,Ahmedabad,Mid
LOAN000026,CUST001177,2023-01-18,Home,5623800.0,5623800.0,70,8.58,184919.88,54381.66,Salaried,698,0.0,Approved,On-time,102396.2,Surat,Premium
LOAN002315,CUST000655,2023-01-18,Vehicle,1761200.0,1701500.0,50,10.0,95216.18,46000.61,Salaried,716,93213.07,Approved,On-time,41750.07,Kolkata,High
LOAN001013,CUST001879,2023-01-18,Home,1646300.0,1425900.0,105,9.46,27437.75,15778.07,Business,546,123593.92,Approved,Late,20017.61,Bhopal,Low
LOAN006731,CUST000453,2023-01-18,Vehicle,2297700.0,2131800.0,68,9.62,114886.11,41946.79,Business,724,0.0,Approved,On-time,40789.95,Lucknow,High
LOAN001722,CUST002436,2023-01-18,Personal,696000.0,594800.0,41,13.61,107612.57,37804.71,Salaried,693,0.0,Approved,On-time,18221.46,Nagpur,High
LOAN000374,CUST002908,2023-01-18,Personal,909900.0,869200.0,43,14.41,135653.0,52798.69,Business,618,13588.86,Approved,On-time,25998.41,Delhi,High
LOAN000016,CUST002023,2023-01-18,Home,2896700.0,2471700.0,246,8.81,48278.14,30060.38,Self-employed,636,181733.46,Approved,Late,21742.35,Bengaluru,Mid
LOAN004276,CUST001402,2023-01-18,Vehicle,558600.0,345800.0,82,8.78,472432.14,201139.46,Self-employed,843,343394.66,Approved,On-time,5622.83,Lucknow,Premium
LOAN005365,CUST002196,2023-01-18,Education,1109400.0,735900.0,125,10.84,67457.43,39837.13,Salaried,644,57550.88,Approved,On-time,9847.55,Pune,Mid
LOAN004618,CUST001558,2023-01-18,Personal,437600.0,312000.0,27,13.48,119574.17,52068.28,Freelancer,689,89255.05,Approved,On-time,13460.7,Patna,High
LOAN005214,CUST002171,2023-01-18,Personal,410100.0,369800.0,20,14.79,34178.66,14798.13,Business,580,0.0,Approved,On-time,20975.56,Kolkata,Low
LOAN005880,CUST001343,2023-01-18,Education,109100.0,99100.0,21,11.51,62245.31,24384.87,Freelancer,539,0.0,Approved,On-time,5232.78,Nagpur,Mid
LOAN000420,CUST001834,2023-01-18,Personal,313700.0,255100.0,31,13.06,40859.08,19724.35,Salaried,698,77454.81,Approved,On-time,9739.39,Surat,Mid
LOAN003492,CUST000396,2023-01-18,Business,7500000.0,5352100.0,48,10.95,393851.82,159909.11,Self-employed,829,0.0,Approved,On-time,138197.9,Ludhiana,Premium
LOAN007196,CUST000963,2023-01-18,Gold,383100.0,347200.0,28,8.73,47884.2,10946.83,Business,661,45565.46,Approved,On-time,13750.68,Vadodara,Mid
LOAN007881,CUST002629,2023-01-18,Business,764500.0,0.0,25,12.9,25482.46,10971.8,Salaried,621,161312.56,Rejected,Not Started,0.0,Surat,Low
LOAN005780,CUST001979,2023-01-18,Education,961200.0,824400.0,173,10.82,38448.01,10198.34,Salaried,665,27473.62,Approved,On-time,9428.8,Patna,Mid
LOAN000770,CUST001549,2023-01-19,Home,8824900.0,0.0,105,8.71,162110.88,92285.02,Self-employed,668,0.0,Rejected,Not Started,0.0,Vadodara,High
LOAN002653,CUST002295,2023-01-19,Home,1394100.0,0.0,164,9.13,23234.51,10228.33,Unemployed,582,44029.62,Rejected,Not Started,0.0,Chennai,Low
LOAN003711,CUST002054,2023-01-19,Personal,880500.0,587000.0,27,13.33,115935.73,64654.52,Salaried,705,0.0,Approved,On-time,25283.4,Bengaluru,High
LOAN007279,CUST001445,2023-01-19,Personal,397500.0,383800.0,54,14.44,68869.08,33439.95,Salaried,625,84192.83,Approved,On-time,9706.16,Vadodara,Mid
LOAN005542,CUST001874,2023-01-19,Education,738000.0,738000.0,111,11.1,29519.04,14959.05,Salaried,585,8785.32,Approved,Late,10664.13,Bhopal,Low
LOAN006353,CUST001619,2023-01-19,Personal,275000.0,0.0,37,14.22,56260.32,17636.03,Salaried,618,6473.57,Rejected,Not Started,0.0,Nagpur,Mid
LOAN004265,CUST002179,2023-01-19,Education,473500.0,473500.0,29,11.06,18940.88,6557.01,Self-employed,618,0.0,Approved,On-time,18681.4,Vadodara,Low
LOAN007431,CUST002490,2023-01-19,Home,2903300.0,2663700.0,273,9.14,48388.15,16195.02,Salaried,596,0.0,Approved,On-time,23213.41,Kanpur,Mid
LOAN004766,CUST002470,2023-01-19,Business,2163600.0,1824700.0,115,11.68,308758.5,151053.95,Self-employed,799,266014.06,Approved,On-time,26439.78,Delhi,Premium
LOAN006126,CUST000370,2023-01-19,Home,8311600.0,6965400.0,242,8.85,140731.52,59375.98,Self-employed,745,392741.95,Approved,On-time,61812.55,Hyderabad,High
LOAN002050,CUST002362,2023-01-19,Education,1304200.0,0.0,29,10.47,52169.42,21369.81,Salaried,708,253582.13,Rejected,Not Started,0.0,Bhopal,Mid
LOAN004221,CUST002296,2023-01-19,Personal,467500.0,327100.0,22,11.14,469894.11,176610.52,Business,876,0.0,Approved,On-time,16506.78,Ludhiana,Premium
LOAN004060,CUST000754,2023-01-19,Gold,227100.0,185500.0,28,8.98,52697.97,22061.48,Self-employed,605,213402.2,Approved,Late,7367.97,Indore,Mid
LOAN001897,CUST002358,2023-01-20,Business,1972200.0,0.0,16,13.28,65739.18,37135.9,Self-employed,598,0.0,Rejected,Not Started,0.0,Bengaluru,Mid
LOAN002189,CUST002053,2023-01-20,Home,2522200.0,1910800.0,88,8.77,137954.34,57427.2,Salaried,743,0.0,Approved,On-time,29515.93,Chennai,High
LOAN001543,CUST002966,2023-01-20,Business,612700.0,0.0,111,14.13,20422.39,5341.69,Salaried,524,267071.09,Rejected,Not Started,0.0,Kolkata,Low
LOAN005820,CUST002212,2023-01-20,Education,1484500.0,1397400.0,159,10.0,59378.55,25567.09,Salaried,711,64267.13,Approved,On-time,15892.54,Chennai,Mid
LOAN005867,CUST000321,2023-01-20,Vehicle,495300.0,318100.0,15,10.39,29440.69,11106.32,Unemployed,617,24182.45,Approved,Late,22705.12,Pune,Low
LOAN007794,CUST002305,2023-01-20,Home,947000.0,884400.0,119,9.04,15783.09,7867.83,Freelancer,645,55503.04,Approved,On-time,11280.52,Bhopal,Low
LOAN001446,CUST002494,2023-01-20,Personal,382500.0,0.0,7,13.7,43227.15,23059.76,Business,667,0.0,Rejected,Not Started,0.0,Bhopal,Mid
LOAN001318,CUST002580,2023-01-20,Personal,351700.0,0.0,24,14.76,32450.14,19672.83,Freelancer,564,3616.81,Rejected,Not Started,0.0,Chennai,Low
LOAN000965,CUST001357,2023-01-20,Home,3258800.0,2676200.0,95,8.98,54313.35,21479.92,Salaried,661,122840.14,Approved,On-time,39461.52,Jaipur,Mid
LOAN002377,CUST002803,2023-01-20,Personal,217800.0,217800.0,57,13.54,18147.32,5992.16,Salaried,659,0.0,Approved,On-time,5201.41,Coimbatore,Low
LOAN001915,CUST000381,2023-01-20,Personal,295400.0,278400.0,54,13.15,157798.39,70043.41,Freelancer,711,0.0,Approved,On-time,6857.92,Pune,High
LOAN003065,CUST001419,2023-01-20,Business,594900.0,594900.0,56,12.32,19828.72,14057.48,Business,721,17460.22,Approved,On-time,14021.03,Patna,Low
LOAN003575,CUST002764,2023-01-21,Business,1071700.0,948000.0,110,12.35,47385.51,16437.84,Self-employed,668,0.0,Approved,On-time,14437.64,Lucknow,Mid
LOAN001711,CUST002495,2023-01-21,Vehicle,348400.0,282100.0,19,10.26,42153.69,25984.4,Salaried,619,0.0,Approved,On-time,16149.23,Indore,Mid
LOAN006454,CUST001734,2023-01-21,Personal,200500.0,178900.0,48,14.51,27749.68,12176.68,Unemployed,581,0.0,Approved,On-time,4934.6,Surat,Low
LOAN002947,CUST002694,2023-01-21,Business,1672600.0,1536300.0,44,12.83,60147.8,9022.17,Self-employed,672,79671.53,Approved,On-time,43953.22,Coimbatore,Mid
LOAN002905,CUST001393,2023-01-21,Home,2166400.0,1799800.0,99,8.71,36106.53,6599.85,Freelancer,659,0.0,Approved,On-time,25550.33,Kanpur,Mid
LOAN006712,CUST001309,2023-01-21,Personal,1200000.0,1064400.0,32,13.04,326510.05,165485.56,Business,728,1548457.5,Approved,Late,39558.84,Chandigarh,Premium
LOAN007845,CUST001322,2023-01-22,Vehicle,1257300.0,0.0,72,10.07,62865.54,22449.72,Self-employed,639,0.0,Rejected,Not Started,0.0,Coimbatore,Mid
LOAN005192,CUST000727,2023-01-22,Gold,313900.0,249600.0,18,8.85,64617.14,38069.79,Freelancer,653,160229.6,Approved,On-time,14858.42,Kolkata,Mid
LOAN004452,CUST000649,2023-01-22,Personal,464200.0,328000.0,23,13.23,77509.67,27333.69,Business,723,0.0,Approved,On-time,16223.36,Pune,High
LOAN006511,CUST002805,2023-01-22,Home,2751600.0,2049500.0,298,8.61,45859.81,23504.55,Business,700,0.0,Approved,On-time,16687.2,Kolkata,Mid
LOAN002198,CUST001736,2023-01-22,Home,1618100.0,1397500.0,355,8.79,43727.89,16364.05,Freelancer,658,28824.26,Approved,On-time,11066.12,Bengaluru,Mid
LOAN001444,CUST000539,2023-01-22,Personal,341600.0,0.0,47,14.22,30775.49,8678.96,Unemployed,601,49919.62,Rejected,Not Started,0.0,Coimbatore,Low
LOAN001661,CUST001970,2023-01-22,Personal,235800.0,0.0,31,12.48,83292.11,30069.83,Freelancer,759,192120.15,Rejected,Not Started,0.0,Ahmedabad,High
LOAN007892,CUST000247,2023-01-22,Gold,170700.0,0.0,12,9.26,52167.42,18662.34,Salaried,586,406592.27,Rejected,Not Started,0.0,Delhi,Mid
LOAN002962,CUST002978,2023-01-22,Business,910500.0,843100.0,104,13.2,30349.34,12712.1,Salaried,584,43005.94,Approved,On-time,13649.19,Patna,Low
LOAN007916,CUST001660,2023-01-22,Education,778700.0,0.0,70,11.05,31146.73,9827.9,Salaried,613,119111.41,Rejected,Not Started,0.0,Pune,Low
LOAN005198,CUST001086,2023-01-22,Personal,171600.0,134300.0,59,14.1,21802.21,12597.24,Salaried,630,0.0,Approved,On-time,3168.55,Pune,Low
LOAN005243,CUST002034,2023-01-22,Business,2696800.0,2444900.0,17,11.48,89892.2,38193.64,Business,802,115960.97,Approved,On-time,156514.6,Coimbatore,High
LOAN006030,CUST002938,2023-01-22,Home,2661100.0,2396000.0,171,9.34,44352.35,24252.36,Salaried,640,0.0,Approved,Late,25393.03,Delhi,Mid
LOAN006668,CUST001006,2023-01-23,Personal,197100.0,180100.0,48,13.55,16423.35,6411.28,Salaried,695,68978.15,Approved,On-time,4880.94,Jaipur,Low
LOAN000331,CUST000213,2023-01-23,Personal,412800.0,380700.0,27,13.47,37964.32,19463.99,Salaried,689,0.0,Approved,On-time,16422.83,Patna,Mid
LOAN004425,CUST002239,2023-01-23,Vehicle,1948200.0,1948200.0,13,10.35,101427.36,49546.83,Self-employed,607,312048.09,Approved,Late,159064.8,Kolkata,High
LOAN002283,CUST002110,2023-01-23,Personal,95600.0,0.0,53,14.64,61919.57,26540.21,Business,585,0.0,Rejected,Not Started,0.0,Chennai,Mid
LOAN000804,CUST002885,2023-01-23,Vehicle,179300.0,179300.0,61,10.99,22042.34,11965.31,Salaried,568,0.0,Approved,Default,3849.54,Chandigarh,Low
LOAN001833,CUST000987,2023-01-23,Home,1804000.0,1314200.0,218,9.06,30066.88,10129.58,Salaried,716,63400.71,Approved,On-time,12310.97,Nagpur,Low
LOAN001853,CUST000323,2023-01-23,Education,2546000.0,2355900.0,114,10.68,173128.47,77501.32,Freelancer,648,249699.29,Approved,On-time,32977.03,Hyderabad,High
LOAN007808,CUST001001,2023-01-23,Personal,345000.0,345000.0,8,13.71,65197.1,45318.63,Self-employed,682,0.0,Approved,On-time,45371.55,Indore,Mid
LOAN006315,CUST000099,2023-01-23,Personal,317800.0,259500.0,31,14.18,32968.86,17130.65,Salaried,629,118860.84,Approved,On-time,10046.39,Bengaluru,Low
LOAN001164,CUST001208,2023-01-23,Home,1851800.0,1021600.0,244,9.13,30863.16,14261.51,Business,568,0.0,Approved,Late,9223.87,Bhopal,Low
LOAN006612,CUST002220,2023-01-23,Business,849700.0,736600.0,111,13.39,28324.31,10530.65,Salaried,613,59172.93,Approved,On-time,11605.66,Chandigarh,Low
LOAN007362,CUST000690,2023-01-23,Personal,147400.0,0.0,25,14.87,16358.94,7287.42,Freelancer,551,40273.39,Rejected,Not Started,0.0,Patna,Low
LOAN005158,CUST002603,2023-01-23,Business,3895800.0,2979700.0,39,12.5,129861.33,64546.15,Business,701,48439.28,Approved,On-time,93361.59,Bhopal,High
LOAN004832,CUST001347,2023-01-23,Home,2375600.0,1529000.0,63,9.4,51086.75,33571.22,Self-employed,578,0.0,Approved,Late,30842.03,Kolkata,Mid
LOAN002381,CUST001037,2023-01-23,Business,1545300.0,1545300.0,12,12.3,51510.13,10424.32,Salaried,702,271233.54,Approved,On-time,137515.0,Delhi,Mid
LOAN000244,CUST000648,2023-01-23,Personal,190900.0,127400.0,51,15.23,15910.62,9600.56,Salaried,555,0.0,Approved,On-time,3408.39,Chandigarh,Low
LOAN007612,CUST002663,2023-01-24,Personal,387100.0,285900.0,51,13.01,152180.59,74437.86,Self-employed,734,237172.38,Approved,On-time,7327.37,Ahmedabad,High
LOAN003980,CUST001677,2023-01-24,Vehicle,2209100.0,1628400.0,65,9.4,142668.55,68237.07,Salaried,749,324912.91,Approved,On-time,32065.03,Patna,High
LOAN000103,CUST001836,2023-01-24,Education,601000.0,479100.0,40,11.1,24039.32,9853.57,Salaried,577,0.0,Approved,Late,14384.36,Coimbatore,Low
LOAN001135,CUST002724,2023-01-24,Vehicle,418400.0,332500.0,32,10.4,20921.46,6018.42,Business,609,41720.83,Approved,On-time,11942.65,Ludhiana,Low
LOAN005855,CUST000955,2023-01-24,Personal,129200.0,124200.0,27,13.43,232089.3,93411.79,Business,717,0.0,Approved,On-time,5355.45,Chennai,Premium
LOAN004448,CUST000071,2023-01-24,Vehicle,1010700.0,796200.0,21,9.14,50533.0,19135.59,Business,767,147558.42,Approved,On-time,41171.18,Lucknow,Mid
LOAN004486,CUST002380,2023-01-24,Education,1158500.0,831300.0,112,9.9,46341.65,26998.43,Self-employed,744,115051.81,Approved,On-time,11400.65,Coimbatore,Mid
LOAN002703,CUST002010,2023-01-24,Business,552300.0,0.0,102,14.27,18410.22,10593.56,Business,507,11067.91,Rejected,Not Started,0.0,Ludhiana,Low
LOAN001981,CUST002699,2023-01-24,Home,3361300.0,2537800.0,330,8.79,56021.47,22164.7,Salaried,673,196355.76,Approved,On-time,20426.9,Vadodara,Mid
LOAN001347,CUST001617,2023-01-24,Personal,928800.0,928800.0,9,14.23,169671.53,84428.75,Salaried,605,568990.79,Approved,On-time,109415.06,Nagpur,High
LOAN004253,CUST002762,2023-01-24,Business,1004800.0,863100.0,103,12.93,33493.01,14281.9,Salaried,643,26035.67,Approved,On-time,13913.25,Coimbatore,Low
LOAN003411,CUST001980,2023-01-24,Personal,130800.0,0.0,60,14.55,29984.8,14298.45,Salaried,611,0.0,Rejected,Not Started,0.0,Surat,Low
LOAN001312,CUST000687,2023-01-24,Business,1519300.0,1519300.0,95,11.21,62230.96,43268.25,Salaried,819,284625.38,Approved,On-time,24195.03,Surat,Mid
LOAN000268,CUST002429,2023-01-24,Home,1304400.0,1196700.0,228,9.27,21740.06,7044.43,Self-employed,641,132352.42,Approved,On-time,11178.21,Lucknow,Low
LOAN005978,CUST000746,2023-01-24,Personal,546200.0,347100.0,59,14.61,61541.35,25350.21,Freelancer,579,0.0,Approved,On-time,8281.09,Coimbatore,Mid
LOAN002037,CUST000108,2023-01-24,Personal,415900.0,415900.0,59,12.63,162194.29,123288.88,Business,774,329651.64,Approved,Late,9498.77,Delhi,High
LOAN005998,CUST002882,2023-01-24,Vehicle,273600.0,215200.0,58,10.05,26741.57,9533.33,Salaried,659,0.0,Approved,On-time,4699.38,Ahmedabad,Low
LOAN007802,CUST002718,2023-01-24,Vehicle,1247400.0,983000.0,26,9.09,111942.84,59952.74,Salaried,784,22725.64,Approved,On-time,41795.49,Chandigarh,High
LOAN007922,CUST001433,2023-01-25,Personal,165400.0,120500.0,15,15.51,18686.48,8655.21,Freelancer,528,58563.2,Approved,On-time,8888.85,Vadodara,Low
LOAN001437,CUST001745,2023-01-25,Education,1697900.0,1670100.0,101,10.44,89687.99,41979.06,Freelancer,719,90772.93,Approved,On-time,24918.48,Delhi,High
LOAN006331,CUST000961,2023-01-25,Personal,192000.0,143800.0,6,14.82,28033.89,8404.5,Salaried,564,5173.3,Approved,Default,25013.22,Bengaluru,Low
LOAN006374,CUST001626,2023-01-25,Personal,199900.0,166200.0,22,13.68,37662.68,18266.75,Salaried,648,0.0,Approved,On-time,8584.2,Vadodara,Mid
LOAN005909,CUST000584,2023-01-25,Home,1459900.0,1152300.0,176,9.05,24331.36,4735.63,Self-employed,660,350016.78,Approved,On-time,11847.79,Surat,Low
LOAN002043,CUST001978,2023-01-25,Home,1752300.0,1689800.0,332,9.16,29205.52,8533.36,Self-employed,568,0.0,Approved,On-time,14021.77,Patna,Low
LOAN004539,CUST001504,2023-01-25,Business,1944800.0,1614100.0,106,11.98,412332.44,261901.29,Salaried,708,6046125.66,Approved,On-time,24748.83,Pune,Premium
LOAN004242,CUST000849,2023-01-25,Education,351100.0,0.0,75,11.54,20050.16,6432.75,Unemployed,542,0.0,Rejected,Not Started,0.0,Jaipur,Low
LOAN003897,CUST000533,2023-01-25,Education,118800.0,0.0,157,10.65,33914.18,18630.5,Salaried,623,14457.71,Rejected,Not Started,0.0,Chandigarh,Low
LOAN005229,CUST002415,2023-01-25,Personal,251300.0,201700.0,35,13.75,33071.44,24153.0,Salaried,652,0.0,Approved,On-time,7027.98,Pune,Low
LOAN006879,CUST002877,2023-01-25,Personal,313200.0,250400.0,25,14.03,26098.1,12414.66,Salaried,622,0.0,Approved,On-time,11609.03,Nagpur,Low
LOAN000324,CUST000815,2023-01-26,Gold,646400.0,611400.0,34,8.37,129806.32,69195.16,Freelancer,748,0.0,Approved,On-time,20261.16,Jaipur,High
LOAN005118,CUST001563,2023-01-26,Personal,314500.0,206600.0,9,14.41,26206.6,6539.8,Salaried,599,92718.98,Approved,On-time,24355.78,Pune,Low
LOAN000686,CUST000964,2023-01-26,Gold,495200.0,474200.0,19,8.82,84748.55,52583.95,Salaried,694,336842.54,Approved,On-time,26832.59,Coimbatore,High
LOAN000781,CUST001739,2023-01-26,Personal,398200.0,249600.0,37,13.54,38368.26,18176.02,Freelancer,661,58617.1,Approved,On-time,8289.25,Surat,Mid
LOAN000712,CUST002345,2023-01-26,Vehicle,989000.0,0.0,58,9.96,49452.22,17724.08,Salaried,725,167401.12,Rejected,Not Started,0.0,Hyderabad,Mid
LOAN000992,CUST002151,2023-01-26,Business,3869500.0,2937400.0,84,11.56,128984.54,90873.72,Self-employed,770,19575.6,Approved,On-time,51164.5,Mumbai,High
LOAN004562,CUST002562,2023-01-26,Personal,136300.0,136300.0,58,12.6,57668.77,27703.59,Freelancer,768,48495.26,Approved,On-time,3149.71,Delhi,Mid
LOAN007248,CUST000091,2023-01-26,Vehicle,1350300.0,1315300.0,29,9.45,158947.38,58891.84,Self-employed,747,0.0,Approved,On-time,50908.7,Bengaluru,High
LOAN006713,CUST002973,2023-01-26,Gold,367100.0,313600.0,30,8.64,45892.26,19884.97,Salaried,674,39167.81,Approved,On-time,11660.35,Chandigarh,Mid
LOAN005336,CUST001548,2023-01-26,Personal,211800.0,0.0,50,14.82,34472.63,9845.32,Self-employed,583,27242.16,Rejected,Not Started,0.0,Vadodara,Low
LOAN002375,CUST002695,2023-01-27,Home,1291900.0,1220600.0,308,8.86,21532.07,6904.19,Salaried,622,0.0,Approved,On-time,10055.41,Chandigarh,Low
LOAN001055,CUST000782,2023-01-27,Personal,624000.0,599400.0,38,13.26,51998.33,18171.38,Salaried,717,188698.31,Approved,On-time,19402.18,Vadodara,Mid
LOAN007509,CUST001727,2023-01-27,Home,2901100.0,0.0,270,8.91,48351.66,12977.59,Salaried,734,210698.7,Rejected,Not Started,0.0,Surat,Mid
LOAN000337,CUST002505,2023-01-27,Vehicle,319400.0,279200.0,63,10.34,15968.23,7399.08,Salaried,622,34682.18,Approved,On-time,5761.54,Delhi,Low
LOAN007017,CUST000435,2023-01-27,Education,611300.0,600800.0,123,11.15,24450.46,17586.9,Freelancer,565,98631.6,Approved,On-time,8216.57,Vadodara,Low
LOAN005135,CUST000819,2023-01-27,Vehicle,729700.0,595800.0,68,9.96,69365.15,21718.81,Salaried,638,0.0,Approved,Late,11501.06,Chennai,Mid
LOAN005895,CUST002883,2023-01-27,Personal,430600.0,0.0,22,14.9,35880.55,11359.45,Business,586,0.0,Rejected,Not Started,0.0,Bengaluru,Mid
LOAN000231,CUST000918,2023-01-27,Business,1551700.0,1492200.0,115,12.45,63781.3,9567.2,Salaried,670,0.0,Approved,On-time,22280.2,Chennai,Mid
